quote,url
New folks open new options. It is fun to teach and meet lovely people who often become new friends.,https://captionsbest.blogspot.com/2011/04/getting-reorganized-for-relocation.html
I am lucky to have such wonderful students. We all become friends!,https://captionsbest.blogspot.com/2011/04/final-writing-class-for-season.html
"Florida is great in the winter, but oh those hot, humid days can be tough as we approach the summer. Time to relocate!",https://captionsbest.blogspot.com/2011/04/hot-humid-florida-weather.html
"If you have a plan to solve a problem it does help out. If one plan does not work, then go to the next plan. Don't give up!",https://captionsbest.blogspot.com/2011/04/happy-easter-to-all.html
Enjoy each day now!,https://captionsbest.blogspot.com/2011/04/lunch-with-friends.html
History provides many good lessons!,https://captionsbest.blogspot.com/2011/04/learing-new-skills-can-be-fun.html
Remember your family and friends every day.!!!,https://captionsbest.blogspot.com/2011/04/thanks-for-your-comments.html
Let me hear from you. Hope you enjoy a wonderful spring!,https://captionsbest.blogspot.com/2011/04/bravenet-map.html
Learning takes time. Practice makes perfect.,https://captionsbest.blogspot.com/2011/04/more-broker-interviews.html
"We don't know the future, but it never hurts to learn options now!",https://captionsbest.blogspot.com/2011/04/interesting-seminar.html
I hope you are lucky with your teeth. My teeth have always required many dental visits. My teeth are my diamonds. After I pay the dentist who can afford any other jewelry.,https://captionsbest.blogspot.com/2011/04/fun-class-and-dental-visits.html
"If you need help with writing a book or an article, send me an E-mail and I will try to connect with you. My E-mail is Nshu4@aol.com. You can also get a copy of my book HEARING LOSS AND WINNING SOLUTIONS using that same E-mail address. Hope this helps you out.",https://captionsbest.blogspot.com/2011/04/new-folks-can-be-interesting.html
"Listen to Mother Nature, She Always Wins!",https://captionsbest.blogspot.com/2011/04/mother-nature-always-wins.html
It pays to check out your broker before you sign on with any company.,https://captionsbest.blogspot.com/2011/04/contacting-finra.html
Do your homework before you select your bank and your broker. You will save money!,https://captionsbest.blogspot.com/2011/03/banks-and-brokers-need-review.html
"We all need two of everything. If you lose something or one thing does not work, then you have an immediate replacement.",https://captionsbest.blogspot.com/2011/03/fun-class-in-writing.html
Do the best you can with learning. Whatever you pick us is a bonus!,https://captionsbest.blogspot.com/2011/03/final-spanish-class.html
You never know what a new day will bring.,https://captionsbest.blogspot.com/2011/03/fancy-nancy-has-scary-day.html
You can always learn something new if you open your ears and listen1,https://captionsbest.blogspot.com/2011/03/wonderful-breakfast-overlooking-gulf-of.html
Your are lucky when you enjoy your work. Why not!,https://captionsbest.blogspot.com/2011/03/fun-last-class.html
"Be good to your body, it is the only one you have!",https://captionsbest.blogspot.com/2011/03/physical-therapy-and-common-sense.html
Bartering pays off . Folks did this years ago and now it is time to do it some more. It makes good sense.,https://captionsbest.blogspot.com/2011/03/learning-to-trade-online.html
"Mother Nature gives you a message. If you don't listen to your body, then you will not feel well. Fancy Nancy needs to listen!",https://captionsbest.blogspot.com/2011/03/listen-to-your-body.html
Tenacity is a wonderful gift in life. Tenacity leads to success! Go Rebecca!,https://captionsbest.blogspot.com/2011/03/fun-family-dinner.html
"Perk up your life and try something you have never done before. If it does not work out, so what! If it works, then you will have a new skill. I am doing just that. Let me know what you will try next.",https://captionsbest.blogspot.com/2011/03/new-trading-account.html
Our lives are a gift. Each day is a blessing!,https://captionsbest.blogspot.com/2011/03/enjoy-each-day.html
As we get older we start to lose our friends. It is hard to have that loss due to illness and old age. Enjoy your family and friends now. Time marches on too quickly.,https://captionsbest.blogspot.com/2011/03/spanish-interview-and-swim.html
We need to appreciate life when we are out of pain.,https://captionsbest.blogspot.com/2011/03/wonderful-massage-and-fun-lunch.html
"If is is going to be, it is up to me. Yes, I need to learn more to find out what will work for me, even if it does not work for the broker. This theory applies to many things in life. Do your homework.",https://captionsbest.blogspot.com/2011/03/learing-about-new-forms-of-investing.html
Count your blessings!,https://captionsbest.blogspot.com/2011/03/another-fun-teaching-day.html
"We need to rethink some of these ""Do it yourself programs"" . What happened to customer service??? Gone!",https://captionsbest.blogspot.com/2011/03/busy-day-banking-and-spanish.html
Enjoy every day . Each one counts!,https://captionsbest.blogspot.com/2011/03/book-order-arrived-today-nice-surprise.html
Your broker will help you go broke!,https://captionsbest.blogspot.com/2011/03/finding-accurate-broker-is-trick.html
"It does not matter if you win at a game, just enjoy playing.",https://captionsbest.blogspot.com/2011/03/fun-day-teaching.html
Start your tax work early. It will take more time than you realize.,https://captionsbest.blogspot.com/2011/03/hooray-delivered-my-tax-papers.html
"If you don't listen to your customer, the you lose the account.",https://captionsbest.blogspot.com/2011/02/flowers-by-blooms-today-rip-off.html
You better be nice to everyone. The ones you abused on the way up will again meet you on your way down.,https://captionsbest.blogspot.com/2011/02/tax-time-keeps-us-busy.html
"Eventually things work out, but it sure takes extra time when you are depending on things you can't control. Patience is a virute!",https://captionsbest.blogspot.com/2011/02/at-last-i-can-get-my-tax-letter.html
Achieving your goal takes both inspiration and prespiration. Both are needed. Tenacity counts and pays off.,https://captionsbest.blogspot.com/2011/02/fun-day-at-class.html
"You really have to continually update your job skills. Try taking Chinese and you will get a job. Adeios, I am taking Spanish.",https://captionsbest.blogspot.com/2011/02/beautiful-sunny-florida-day.html
"The doctor told me , "" Get rid of anger, it only hurts the one who is angry"". He is correct. Writing helps to unload emotions!",https://captionsbest.blogspot.com/2011/02/afternoon-with-writer.html
"Writing Gets Out Your Frustration . Even if you get no reply, you do feel better by putting things on paper. Try it!",https://captionsbest.blogspot.com/2011/02/merrill-lynch-makes-mess.html
"Give your sweetheart a kiss for Valentine's Day. Love, Fancy Nancy",https://captionsbest.blogspot.com/2011/02/tax-time-confusions.html
Not easy to find capable people to handle accounts.,https://captionsbest.blogspot.com/2011/02/success-at-last.html
"Preserverance pays, but it can tire you out!",https://captionsbest.blogspot.com/2011/02/i-may-have-solved-one-problem.html
"Use your brain, not your brawn!",https://captionsbest.blogspot.com/2011/02/fancy-nancy-requests-proof.html
Knowledge is power. Keep learning!,https://captionsbest.blogspot.com/2011/02/learning-new-computer-skills.html
"Keep good records and if all else fails, use your writing skills to protect yourself.",https://captionsbest.blogspot.com/2011/02/power-of-pen.html
Hang in there and keep plugging!,https://captionsbest.blogspot.com/2011/02/persistance-usually-pays.html
"The best person to monitor your money is YOU . Don't rely on your broker or your bank. They protect themselves, not you. If you need to complain, go to the right person in writing--- certified mail.",https://captionsbest.blogspot.com/2011/01/defend-your-rights.html
"Don't sweat the small stuff, and it is all small stuff.",https://captionsbest.blogspot.com/2011/01/simple-formula-for-getting-rid-of.html
We all need to inherit a gold mine in Alaska. That way the brokers and bankers will want our account. Small accounts are the new taboo!,https://captionsbest.blogspot.com/2011/01/how-stock-brockers-help-you-go-broke.html
All that glitters is not gold! There are lots of fakes! Beware!!!!,https://captionsbest.blogspot.com/2011/01/my-gold-mine-from-alaska.html
Be creative and dream! Your dream could become a reality!,https://captionsbest.blogspot.com/2011/01/class-today-was-fun.html
"You should make the best of every situation, even if you have to imagine or dream up a creative new idea. Hang in there, maybe I will win the lottery.?????",https://captionsbest.blogspot.com/2011/01/fancy-nancy-and-stock-broker-dilemna.html
My teeth are a gold mine for my dentists.,https://captionsbest.blogspot.com/2011/01/teaching-and-dentist.html
When you have nice company you don't think about the rain!,https://captionsbest.blogspot.com/2011/01/family-comes-to-dinner.html
Enjoy each day and live life to the fullest.,https://captionsbest.blogspot.com/2011/01/lovely-lunch-with-family-and-friends.html
We all need a day to relax and catch up with our lives.,https://captionsbest.blogspot.com/2011/01/hooray-it-is-saturday.html
There still are good deals if you shop around. Have fun at the consigment shops or the junk shops.,https://captionsbest.blogspot.com/2011/01/more-seinfelds-more-humor.html
"It takes time to work out new problems. One day at a time. In fact, take one minute at a time. That is easier than a whole day.",https://captionsbest.blogspot.com/2011/01/spanish-and-new-stock-broker.html
"Might as well laugh at what happens, otherwise you would be crying. Better to laugh at life!",https://captionsbest.blogspot.com/2011/01/my-seinfeld-medical-day.html
Sometimes it is wise to say No!,https://captionsbest.blogspot.com/2011/01/learning-to-say-no-thank-you.html
""" Buyer beware, do your homework and research!""",https://captionsbest.blogspot.com/2011/01/banking-and-massage.html
""" Seek and ye shall find"". It sometimes takes some looking !",https://captionsbest.blogspot.com/2011/01/i-think-i-have-found-answer.html
Nothing like a great nap ! Sometimes it beats exercise.,https://captionsbest.blogspot.com/2011/01/relaxing-sunday.html
Seek what you need and you will find it!,https://captionsbest.blogspot.com/2011/01/happy-2011-still-learning-about-photos.html
"Enjoy each day, and the New Year!",https://captionsbest.blogspot.com/2010/12/happy-new-year-meet-my-new-boyfriend.html
What will you work on to improve yourself for 2011? RSVP Thanks in advance.,https://captionsbest.blogspot.com/2010/12/new-years-resolutions.html
"Get a good chair to support your back and neck and get a good large screen. That will help to avoid back and neck problems from your computer work.That is exactly what Fancy Nancy has done this week. She has had neck and back problems and it was painful to sit at the computer. After some physical therapy, she decided it was time to make the computer time easier on her body.Fancy Nancy says: It pays to protect your health. There are good sales now on computer stuff. Happy Holidays.",https://captionsbest.blogspot.com/2010/12/fancy-nancy-has-new-computer-stuff.html
I am my dentist's and doctor's pension plan.,https://captionsbest.blogspot.com/2010/12/fancy-nancy-hits-medical-community.html
You may want to run a fun contest too!,https://captionsbest.blogspot.com/2010/11/fancy-nancy-creates-family-contest.html
Holidays productions can be fun.,https://captionsbest.blogspot.com/2010/11/miami-city-ballet.html
You can always learn something new ! Listen!,https://captionsbest.blogspot.com/2010/11/saturday-getting-organized.html
Enjoy and love your family and friends. They are Important!,https://captionsbest.blogspot.com/2010/11/november-is-birthday-month.html
Traveling can be most enlightening.,https://captionsbest.blogspot.com/2010/10/fancy-nancy-is-in-thousand-oaks-calif.html
It is good to keep connected to friends!,https://captionsbest.blogspot.com/2010/10/getting-lost-on-highway-111.html
"Be careful what you take in medication. Even though it does not require a prescription, meds can get your very sick. Happy to feel better now that I am off that pill.",https://captionsbest.blogspot.com/2010/10/fun-lunch-with-andrew.html
Both your mind and your body need exercise.,https://captionsbest.blogspot.com/2010/10/sun-arrived-welcome.html
Take time to enjoy the lovely colors of fall in the treees.,https://captionsbest.blogspot.com/2010/10/tai-chi-line-dancing-and-social-network.html
Do your homework now!,https://captionsbest.blogspot.com/2010/10/busy-day-updating-records.html
If you have good teeth take care of them You are lucky!,https://captionsbest.blogspot.com/2010/09/international-fans-and-dental-visits.html
Networking pays off!,https://captionsbest.blogspot.com/2010/09/teaching-ends-in-rhode-island.html
Do you research and don't believe what you may have been told. There is a lie in the word believe!,https://captionsbest.blogspot.com/2010/09/new-comments-encouraged.html
You can't control the weather!,https://captionsbest.blogspot.com/2010/09/good-miovie-to-see.html
Appreciate all your body parts that work!,https://captionsbest.blogspot.com/2010/09/teaching-will-end-soon.html
The New Year brings New Hope!,https://captionsbest.blogspot.com/2010/09/interesting-new-year-program.html
Travel while you can do it!!!,https://captionsbest.blogspot.com/2010/09/booked-tickets-to-california.html
Naps work for daytime renewed energy. I take them at 4pm. Why not!,https://captionsbest.blogspot.com/2010/09/fancy-nancy-enjoys-neighbors-for-dinner.html
"Work at what you enjoy, and you will succeed.",https://captionsbest.blogspot.com/2010/09/fun-class-today.html
Patience is a virtue.,https://captionsbest.blogspot.com/2010/09/fancy-nancy-fixes-body-parts.html
This too will pass!,https://captionsbest.blogspot.com/2010/09/lifes-little-frustrations.html
I hope we don't get a storm.,https://captionsbest.blogspot.com/2010/09/big-tree-is-now-gone.html
Save your paid legal bills!,https://captionsbest.blogspot.com/2010/08/fancy-nancy-finds-legal-errors.html
Relax and enjoy a good movie.,https://captionsbest.blogspot.com/2010/08/cute-movie.html
Hang loose!Good luck to Lynn . Hope she feels okay.,https://captionsbest.blogspot.com/2010/08/confusion-comes-with-change.html
You can never count on the weather!,https://captionsbest.blogspot.com/2010/08/rainy-windy-monday.html
It is always nice to celebrate Happy Times,https://captionsbest.blogspot.com/2010/08/fun-80th-birthday-party.html
Vacations can restore the mind and the body.,https://captionsbest.blogspot.com/2010/08/traveling-can-restore-soul.html
Define your problem before you find a solution. Make sure you own the problem.,https://captionsbest.blogspot.com/2010/08/analyzing-problems.html
You are your best advocate!,https://captionsbest.blogspot.com/2010/08/you-are-your-best-advocate.html
"Work at what you enjoy, and you will be a success!",https://captionsbest.blogspot.com/2010/08/rebecca-smith.html
Miracles Do Happen!,https://captionsbest.blogspot.com/2010/08/miracles-do-happen.html
Writing Can Pay Great Benefits!,https://captionsbest.blogspot.com/2010/08/writng-does-payoff.html
Children often see what adults neglect!,https://captionsbest.blogspot.com/2010/08/grandkids-stories.html
Sometimes we need discpline to produce !,https://captionsbest.blogspot.com/2010/07/fancy-nancy-enjoys-her-teaching.html
Sometimes our technology gets sick.,https://captionsbest.blogspot.com/2010/07/air-conditioner-is-sick.html
Think before you buy. Do you really need what you are buying?,https://captionsbest.blogspot.com/2010/07/nearly-3000-hits.html
Simplify your life and throw out the clutter. You don't need it!,https://captionsbest.blogspot.com/2010/07/try-this-fun-project.html
It will be nice when the weather gets cooler.,https://captionsbest.blogspot.com/2010/07/life-story-class-meets-on-wednesdays.html
"Hang in there, things can work out after all!",https://captionsbest.blogspot.com/2010/07/life-story-class-went-well.html
Keep cool!,https://captionsbest.blogspot.com/2010/07/lousy-movie.html
"Keep you cool,inspite of the weather.",https://captionsbest.blogspot.com/2010/07/teaching-again-with-no-real-classroom.html
Make the best of each new day. Life has its surprises!,https://captionsbest.blogspot.com/2010/05/jake-shuster-and-surprise-visit.html
"Have fun every day, not just on your bithday. Life is a daily event!",https://captionsbest.blogspot.com/2010/05/fancy-nancy-offers-course.html
Not fun being sick!,https://captionsbest.blogspot.com/2010/05/fancy-nancy-is-laying-low.html
Check out your bank charges. They are adding fees.,https://captionsbest.blogspot.com/2010/05/new-bank-proposals.html
Do your homework before you buy! Research pays off.,https://captionsbest.blogspot.com/2010/04/new-information-about-real-estate.html
I do love teaching and creating new programs is fun.,https://captionsbest.blogspot.com/2010/03/writing-class-has-some-great-students.html
